place;COMMUNE;prix;date_end;date_start;Etoiles
La Bretonnière;;SAINT-JULIEN-DES-LANDES;247;18/07/2022;11/07/2022;2
Base de Loisirs;;LES EPESSES;152;09/11/2021;02/11/2021;2
21, chemin de la Briance;;SAOU;126;30/10/2023;23/10/2023;4
Route de Trouville;;ÉQUEMAUVILLE;132;10/05/2022;05/05/2022;5
Rue Marcel Carrière;;SAINTES-MARIES-DE-LA-MER;95;28/06/2022;20/06/2022;2
Avenue du Général de Gaulle;;LA LONDE-LES-MAURES;180;15/10/2023;09/10/2023;3
594 Route de la Bruyère;;SAINT-JEAN-DE-COUZ;62;14/10/2024;07/10/2024;1
2530 route de Barjac;;BARJAC;129;30/06/2023;21/06/2023;5
46 rue du 8 mai 1945;;CAPPY;267;18/07/2023;12/07/2023;2
Lieu-dit Gaillardou;;LA ROQUE-GAGEAC;216;30/10/2021;25/10/2021;1
79 rue de Notre Dame;;SAINT-JEAN-DE-MONTS;270;05/10/2021;28/09/2021;1
Route de Graulhet;;RÉALMONT;249;23/10/2022;18/10/2022;4
3 Rue de La Bédisse;;THIÉZAC;105;19/11/2022;10/11/2022;3
La Cabane;;VÉZAC;150;05/10/2021;29/09/2021;1
la cabane;;SAINT-CRÉPIN;227;15/07/2020;10/07/2020;3
route de boyardville;;DOLUS-D'OLÉRON;268;16/11/2022;09/11/2022;4
523 route de Pie Lombard;;TOURRETTES-SUR-LOUP;230;07/06/2023;31/05/2023;3
Chemin de l'Achnau;;SAINT-GEORGES-D'OLÉRON;167;20/07/2021;12/07/2021;3
82 rue du Général de Gaulle;;ARÈS;287;06/06/2022;31/05/2022;4
Route d'Agde au Grau;;AGDE;231;04/10/2022;26/09/2022;2
2 rue Brummel;;LUC-SUR-MER;90;01/08/2020;22/07/2020;3
Avenue de la Méditerranée;;VIAS;274;20/10/2022;13/10/2022;2
route de l'Alpe d'Huez;;LE BOURG-D'OISANS;254;12/03/2023;02/03/2023;2
Avenue Aristide Briand;;TONNERRE;162;25/05/2022;17/05/2022;4
L'Alleau;;VÉNOSC;110;07/10/2019;30/09/2019;3
Salvinsac;;MEYRUEIS;107;27/06/2021;21/06/2021;1
Lieu-Dit Castillonderie;;THONAC;74;25/09/2021;17/09/2021;3
660 CHEMIN DE L'ANNONCIADE;;MALEMORT-DU-COMTAT;252;06/07/2024;01/07/2024;3
Place des Tilleuls;;LUCHÉ-PRINGÉ;183;03/07/2021;23/06/2021;3
3 lieu-dit La Chagnée;;SAINT-AUBIN-LE-CLOUD;148;11/10/2022;03/10/2022;4
Le Prat Barrat;;CHAMPAGNAC-LE-VIEUX;293;25/07/2022;19/07/2022;1
Avenue du Tech;;ARGELÈS-SUR-MER;162;22/07/2024;17/07/2024;2
125 Rue du Ponton;;TALLOIRES;213;28/09/2022;23/09/2022;3
La Chapoulière;;RUOMS;78;26/07/2023;17/07/2023;4
410 Route de Bayzan, quartier la charderie;;PONT-DE-LABEAUME;67;13/06/2023;08/06/2023;5
La Chassagne;;RONNET;135;07/07/2023;28/06/2023;1
Lieu-dit la Chatonnière;;JUMILHAC-LE-GRAND;92;22/06/2022;14/06/2022;1
ROUTE DE BESSE;;LA TOUR-D'AUVERGNE;261;14/07/2024;05/07/2024;1
La Chaumerette;;GARGILESSE-DAMPIERRE;98;29/10/2023;23/10/2023;1
529 laughemast straete;;BUYSSCHEURE;228;11/06/2023;06/06/2023;3
62 Rue De Galfingue;;HEIMSBRUNN;181;30/07/2022;22/07/2022;2
680 chemin de la grande ferrière, saint-michel-des-loups;;JULLOUVILLE;221;20/11/2023;15/11/2023;4
Avenue Honoré Couttolenc;;ENCHASTRAYES;184;11/09/2024;05/09/2024;4
8 route de Mayan;;VENDAYS-MONTALIVET;191;24/07/2021;15/07/2021;1
Route de Pallombaggia;;PORTO-VECCHIO;148;16/07/2023;07/07/2023;4
7 rue de la chicanette;;SAINT-GILLES;132;25/11/2022;18/11/2022;3
46 bis Route du Lac;;CARCANS;241;10/02/2022;01/02/2022;2
38 rue de l'église;;REBREUVE-SUR-CANCHE;291;22/05/2023;16/05/2023;2
46 avenue du lavedan;;AGOS-VIDALOS;251;30/10/2022;21/10/2022;2
50 route de Font Flacher;;ANNEYRON;263;23/06/2022;13/06/2022;3
Quartier Chambaud;;GRAVIÈRES;223;05/11/2022;28/10/2022;2
La Garrigue Basse;;PRATS-DE-CARLUX;94;13/10/2023;06/10/2023;2
33 rue Notre Dame de Buze;;LES MATHES;66;27/10/2021;22/10/2021;3
306 route d'ambourville;;ANNEVILLE-AMBOURVILLE;299;28/09/2022;23/09/2022;1
Rue Henry Simon;;YPORT;200;19/10/2022;12/10/2022;3
36 Rue Du Patisseau;;PORNIC;224;04/10/2023;26/09/2023;4
le cuzoul;;VERS;266;22/05/2024;13/05/2024;4
9 route de Saint Alban;;LANGOGNE;279;26/10/2022;18/10/2022;5
1 rue de la paix;;MONTPON-MÉNESTÉROL;137;15/08/2022;10/08/2022;1
Avenue Aristide Briand;;LOCHES;215;07/05/2021;27/04/2021;4
Chemin des Hautes Sentes;;HERMANVILLE-SUR-MER;262;08/10/2021;30/09/2021;3
Rue des Biches;;CAPBRETON;189;18/10/2023;10/10/2023;1
Le Peyronnet;;LAMOTHE-FÉNELON;230;28/07/2023;18/07/2023;2
Rue du Bois de la Pesse;;LA TREMBLADE;147;23/07/2024;15/07/2024;4
Rouillas-bas;;AYDAT;210;22/07/2024;17/07/2024;2
route de talucat;;SAINT-PAUL-EN-BORN;65;04/08/2024;26/07/2024;4
Route de Nant;;SAINT-JEAN-DU-BRUEL;268;13/10/2022;03/10/2022;5
Place de La Clochette;;SALORNAY-SUR-GUYE;287;08/10/2023;02/10/2023;2
Route du Port d'arciat;;CRÊCHES-SUR-SAÔNE;153;17/07/2023;10/07/2023;5
1188 route de la fouasse;;LES MATHES;164;27/07/2022;22/07/2022;2
1392 chemin des Abayers;;APT;243;18/07/2022;11/07/2022;2
3 Bas Prézelle;;ARCES;146;14/05/2022;04/05/2022;1
2 Rue Du Pont Romain;;SAINT-NECTAIRE;269;28/09/2022;22/09/2022;5
route de pietramaggiore;;CALVI;84;14/10/2023;05/10/2023;3
La Papotière;;LUÇON;178;18/06/2023;12/06/2023;5
49 rue des grands jardins;;RANCENNES;220;06/06/2024;29/05/2024;5
1313 Route de la Baume;;CENDRAS;223;21/09/2022;16/09/2022;1
Lieu-Dit la Cléroca;;GRUES;255;23/06/2022;15/06/2022;3
Le Bourg;;BLOT-L'ÉGLISE;111;02/09/2022;23/08/2022;4
3 chemin de La Colombière;;PESMES;60;01/09/2021;26/08/2021;1
166 chemin neuf;;NEYDENS;247;22/08/2022;17/08/2022;5
Mas de Reboul;;BARJAC;91;30/07/2023;21/07/2023;3
15 Chemin La combe d'Oyans;;ROCHEFORT-SAMSON;249;11/05/2023;05/05/2023;2
6 chemin de l'Église;;RUSTIQUES;295;24/06/2022;14/06/2022;3
1188 route de Claquin;;BÉLUS;182;01/05/2022;25/04/2022;4
le grand logis, la condamine;;LUS-LA-CROIX-HAUTE;81;12/11/2022;07/11/2022;4
10 Avenue de la Pège;;SAINT-HILAIRE-DE-RIEZ;239;08/10/2022;30/09/2022;5
route de Carmignan;;BAGNOLS-SUR-CÈZE;220;20/10/2022;10/10/2022;3
route départementale 986;;SAINT-ANDRÉ-DE-MAJENCOULES;143;26/06/2023;20/06/2023;1
60 chemin de la Corniche;;PLOZÉVET;134;14/10/2021;04/10/2021;1
27 rue de la Coscolleda;;SORÈDE;192;07/07/2022;01/07/2022;1
Route de Collioure;;ARGELÈS-SUR-MER;152;17/10/2020;12/10/2020;1
78 rue bouffard;;LA TREMBLADE;214;22/10/2023;16/10/2023;1
2765 route de Fontaine de Vaucluse;;LAGNES;70;02/06/2022;23/05/2022;1
6 la Croez Villieu;;ERDEVEN;177;14/08/2021;09/08/2021;5
Hamel es Telliers;;CERISY-LA-FORÊT;185;16/11/2021;09/11/2021;5
9001 fort la Croix d'Arles;;BOURG;238;27/05/2022;20/05/2022;5
La Croix du Bois Sacker;;BURTONCOURT;248;12/06/2021;07/06/2021;2
Route de Saint Laurent;;LE BARCARÈS;148;29/10/2022;19/10/2022;3
Départementale 93;;RAMATUELLE;84;11/11/2022;03/11/2022;4
8 rue de la Fabrique;;BERNY-RIVIÈRE;176;15/07/2024;05/07/2024;1
route de Perpignan;;AXAT;67;02/07/2023;23/06/2023;4
74 avenue des Campings;;MARSEILLAN;83;23/05/2022;17/05/2022;1
Départementale 907;;BEYNES;124;18/08/2024;13/08/2024;1
30 impasse du Houx;;BORMES-LES-MIMOSAS;242;15/05/2022;05/05/2022;5
336 Rue de la forêt;;SAINT-CLÉMENT-DES-BALEINES;131;11/06/2023;05/06/2023;5
38 route de la Rive;;NOTRE-DAME-DE-MONTS;184;10/07/2022;01/07/2022;3
10 Chemin de la Davière;;SAINT-JEAN-DE-MONTS;159;30/07/2021;23/07/2021;2
chemin du fond de la Devèze;;LIVERNON;149;17/07/2023;10/07/2023;5
route de la Devèze;;FORMIGUÈRES;241;18/02/2024;12/02/2024;1
Chemin des Digues;;CHAUZON;290;04/11/2021;28/10/2021;1
Moulin de l'Aymerie;;SONNAC;80;18/10/2022;10/10/2022;4
Domaine de la Donadive;;NISSAN-LEZ-ENSERUNE;274;08/12/2020;03/12/2020;3
Rue François Mitterrand;;SAINT-AULAYE;95;23/06/2022;17/06/2022;5
300 rue du bourg;;DÉSAIGNES;86;06/10/2023;29/09/2023;1
Route de Nant;;SAINT-JEAN-DU-BRUEL;172;03/06/2022;24/05/2022;2
la draille;;SALIGNAC-EYVIGUES;111;25/05/2023;15/05/2023;3
114 avenue de Saint Disdille;;THONON-LES-BAINS;261;29/06/2022;20/06/2022;5
962 ROUTE DE PRATLONG;;SABLIÈRES;175;25/07/2023;19/07/2023;3
Chemin de la Kabylie;;VIAS;299;04/08/2024;30/07/2024;4
110 avenue du Maréchal Foch;;SAINT-BREVIN-LES-PINS;275;08/05/2021;03/05/2021;2
La Paracou;;LES SABLES-D'OLONNE;157;04/10/2023;26/09/2023;2
438 impasse de la Fage;;LA CHAPELLE-AUBAREIL;118;12/09/2023;07/09/2023;1
1 chemin de l'Ordibée;;ANGICOURT;257;19/11/2022;14/11/2022;5
1029 route de Montpezat;;SAINT-LAURENT-DU-VERDON;151;23/05/2022;16/05/2022;3
4 Pont de Vaux;;ÉCRILLE;218;22/07/2022;13/07/2022;5
1170 route de Chaparon;;LATHUILE;198;04/08/2021;27/07/2021;1
20 rue du bourg;;SAINT-AUGUSTIN;116;03/10/2022;23/09/2022;3
20 rue du bourg;;SAINT-AUGUSTIN;282;02/10/2022;23/09/2022;1
Hameau Bouzencourt;;LE HAMEL;191;17/05/2023;10/05/2023;3
Quartier La Lagne;;CASTELLANE;122;26/11/2021;16/11/2021;4
Lieu-Dit Filleux, Route Départementale 244;;ARCES;95;17/10/2022;11/10/2022;1
Croas Men;;PLOUIGNEAU;141;16/10/2021;08/10/2021;3
13 rue de la chênaie;;BEC-DE-MORTAGNE;144;26/07/2019;16/07/2019;1
Rue de la Poste;;DOUSSARD;111;25/06/2022;15/06/2022;4
7 Bis Rue De Mayocq;;LE CROTOY;232;08/05/2023;02/05/2023;4
Perdigat;;LIMEUIL;199;17/07/2022;11/07/2022;5
VIESCAMP VILLAGE DE PERS;;LE ROUGET;133;22/10/2023;12/10/2023;5
villeneuve;;SAINT-ANDRÉ-D'ALLAS;287;19/07/2024;12/07/2024;3
101 chemin de paylan;;URT;114;28/12/2022;19/12/2022;4
1 rue du marais;;NAMPONT;279;09/07/2022;29/06/2022;2
6 voie de Puiseaux;;EAUX-PUISEAUX;219;19/07/2023;10/07/2023;5
9 Rue des épinettes;;SAINT-ROMAIN-DE-JALIONAS;256;29/10/2022;24/10/2022;3
43 route du Val de saire;;GATTEVILLE-LE-PHARE;235;10/06/2023;31/05/2023;4
646 route du lac Saint André;;LES MARCHES;246;11/05/2021;03/05/2021;3
Rue de L'oulet;;OUZOUS;184;06/08/2023;31/07/2023;2
11 les Pérets;;MESLAND;241;20/12/2024;10/12/2024;2
L'Oliverie;;SAURAIS;209;23/05/2022;18/05/2022;5
5309 Route de Sclos;;CONTES;69;01/06/2024;24/05/2024;5
rue du lot;;LES MARTRES-DE-VEYRE;75;12/11/2023;06/11/2023;5
Route de Saint Molf;;GUÉRANDE;272;09/05/2022;03/05/2022;5
Camping Réotier;;RÉOTIER;234;15/06/2023;09/06/2023;1
quai de Louvèze;;BUIS-LES-BARONNIES;109;30/04/2023;20/04/2023;2
rue de l'Eglise;;MONTREUIL-SUR-MER;83;30/05/2023;25/05/2023;1
8 chemin de Poul Fetan;;PLOUGOUMELEN;206;10/06/2022;01/06/2022;2
La fontinelle;;BESSAS;260;11/10/2023;02/10/2023;3
Avenue de la palmyre;;LES MATHES;253;21/08/2022;11/08/2022;5
Lieu-dit Wolfsgrub;;BOERSCH;89;21/06/2022;16/06/2022;5
1 rue de la Clairière;;AIZENAY;264;09/11/2021;03/11/2021;1
149 boulevard de Berck;;CUCQ;160;31/10/2021;25/10/2021;4
1926 route de Sillé Plage;;SILLÉ-LE-GUILLAUME;295;30/09/2021;24/09/2021;3
La Rosière;;MONTVALEZAN;158;04/09/2024;28/08/2024;2
route des campings;;PARENTIS-EN-BORN;279;17/08/2022;10/08/2022;3
rue basse;;SAVIGNY-EN-VÉRON;222;09/10/2022;03/10/2022;4
465 avenue du lac;;ARDRES;83;09/05/2023;02/05/2023;2
La Basse Saligotière;;LONGEVILLE-SUR-MER;243;31/05/2022;23/05/2022;5
Lieu-Dit La Forêt Nord;;PEZULS;298;27/09/2021;20/09/2021;5
Avenue Paul Vidal;;SAUVIAN;96;18/06/2022;08/06/2022;5
1968 route de Berck;;RANG-DU-FLIERS;297;16/11/2022;07/11/2022;4
10 bis rue de la Gallouette;;SAINT-VAAST-LA-HOUGUE;201;20/06/2021;10/06/2021;1
LA GANTESSE;;SAINT-ZACHARIE;220;20/11/2023;15/11/2023;3
Quartier de la Gare;;SAINT-FORTUNAT-SUR-EYRIEUX;280;08/06/2023;30/05/2023;1
7 route du Camping;;PEYRIGNAC;74;22/11/2021;15/11/2021;4
5 chemin des limites;;LES MOËRES;208;24/03/2021;15/03/2021;1
120 Chemin de l'ancien stade;;BÉDOIN;157;11/05/2023;02/05/2023;5
Montée de la Garenne;;SAINT-LAURENT-DU-PAPE;268;03/08/2023;26/07/2023;1
Chemin de la Garenne;;VILLERS-SAINT-PAUL;273;17/06/2024;11/06/2024;5
60 rue de la garenne;;LES MATHES;281;05/08/2022;26/07/2022;4
Route Départementale 916;;NÉFIACH;133;15/06/2022;10/06/2022;1
Rue Siffait de Moncourt;;RUE;285;17/03/2022;09/03/2022;4
327 route de sarrouil;;LOUBRESSAC;165;01/08/2022;22/07/2022;5
quartier pré la chèvre;;LA FAURIE;214;04/08/2022;27/07/2022;5
905 rue de Beaumetz;;SAMÉON;226;08/09/2019;03/09/2019;5
Route de la Genèse;;MÉJANNES-LE-CLAP;296;18/10/2023;12/10/2023;5
93 rue Guillaume le Conquérant;;BARNEVILLE-CARTERET;110;30/09/2022;23/09/2022;2
route touristique;;BOURCEFRANC-LE-CHAPUS;149;21/09/2022;15/09/2022;3
48 rue de la Sennetière;;LA BERNERIE-EN-RETZ;95;15/10/2023;06/10/2023;2
Lieu-dit La Goule;;VAGNAS;225;14/09/2021;08/09/2021;4
10 route de la Govelle;;BATZ-SUR-MER;62;06/07/2022;29/06/2022;1
Route de Saint-Martin-de-Ré;;LA FLOTTE;190;21/06/2021;16/06/2021;4
8 rue de la Vineuse en Plaine;;SAINT-HILAIRE-LA-FORÊT;246;21/10/2022;14/10/2022;4
64 chemin de la Grand'Terre;;RUOMS;160;18/06/2024;10/06/2024;1
Allée des Pins;;FLEURY;179;24/10/2023;17/10/2023;2
167 avenue de la Grande Côte;;SAINT-PALAIS-SUR-MER;189;17/06/2022;10/06/2022;2
Route des Alignements de Kermario Kerlescan;;CARNAC;175;22/07/2022;12/07/2022;2
rue des Peupliers;;NOUAN-LE-FUZELIER;88;26/11/2022;16/11/2022;2
3 route de Pontlevoy;;CANDÉ-SUR-BEUVRON;76;16/07/2022;11/07/2022;5
145 boulevard du Maréchal de Lattre de Tassigny;;LA TRANCHE-SUR-MER;214;11/05/2022;02/05/2022;2
la grande veyière;;MOLIÈRES;272;28/09/2022;22/09/2022;1
47 Avenue du Barège;;ESQUIÈZE-SÈRE;87;05/10/2023;25/09/2023;1
chemin de Monteillac;;SÉVÉRAC L'ÉGLISE;176;16/08/2022;11/08/2022;1
330 chemin de la grange du pin;;VAL-REVERMONT;290;14/09/2023;06/09/2023;5
La Grange Fort;;LES PRADEAUX;79;31/07/2022;26/07/2022;5
17 La Grange Neuve Nord;;SIGEAN;123;01/07/2023;26/06/2023;4
Route de Quinson;;ESPARRON-DE-VERDON;102;22/06/2024;12/06/2024;1
rue de la grappe fleurie;;FLEURIE;290;03/10/2022;26/09/2022;4
Le Village;;LA GRAVE;294;19/07/2023;10/07/2023;3
route de la foret;;SAOU;211;21/01/2024;16/01/2024;1
Route des Salles;;AUROUX;97;19/06/2022;10/06/2022;4
PLACE DE L'HÔTEL DE VILLE;;SAINT-YORRE;275;29/07/2024;23/07/2024;1
7 route de Frangey;;LÉZINNES;256;04/07/2021;29/06/2021;1
avenue du lavoir;;GOUDARGUES;64;09/10/2022;03/10/2022;1
Château De La Grenouillère;;SUÈVRES;195;04/11/2021;29/10/2021;3
39 route d'Andorre;;TARGASSONNE;212;12/06/2023;06/06/2023;5
7 chemin langard;;CLAIRVAUX-LES-LACS;291;25/10/2022;19/10/2022;4
la grisse;;LE GIVRE;101;06/07/2023;26/06/2023;4
2980 route de la Verne;;VALHERBASSE;279;07/06/2021;28/05/2021;1
62/64 boulevard du Maréchal de Lattre de Tassigny;;LA TRANCHE-SUR-MER;265;06/07/2022;30/06/2022;4
8 route de la Chapelle;;SARZEAU;142;21/05/2022;11/05/2022;3
2 rue de Mouton;;LA PLAINE-SUR-MER;102;18/06/2023;12/06/2023;5
42 ROUTE DE LA BARRE DE MONTS;;NOTRE-DAME-DE-MONTS;243;11/10/2023;06/10/2023;4
32 chemin aux raisins;;BERCK;88;18/10/2022;10/10/2022;4
10 chemin de la guyonnière;;MAUGES-SUR-LOIRE;286;04/08/2022;26/07/2022;5
rue des jaunets;;CAROLLES;77;28/05/2023;23/05/2023;3
rue du Commandant Lemaître;;BLÉRÉ;120;25/07/2022;19/07/2022;2
18 route du Routy;;RESSONS-LE-LONG;105;17/04/2022;12/04/2022;5
Cavée Vincent;;LONGPRÉ-LES-CORPS-SAINTS;161;02/09/2023;28/08/2023;4
1345 route de Bray Dunes;;WINNEZEELE;216;23/07/2024;18/07/2024;1
5348 route des lacs;;VIELLE-SAINT-GIRONS;127;16/12/2023;11/12/2023;1
417 chemin du Payrollet;;MARSEILLAN;112;29/06/2022;20/06/2022;4
6 impasse de la jaurie;;LADIGNAC-LE-LONG;141;01/10/2022;26/09/2022;2
La Joletière;;MERVENT;259;11/08/2022;05/08/2022;3
14 rue de la vieille noue;;MONCOUTANT;210;01/08/2022;25/07/2022;4
1 rue du Moulin;;WARLINCOURT-LÈS-PAS;217;13/10/2023;04/10/2023;3
794 route d'Escource;;MIMIZAN;250;01/11/2022;26/10/2022;5
4 chemin de la catalanié;;BRASSAC;220;04/06/2024;28/05/2024;2
La Lande Malbrais;;SAINT-MICHEL-CHEF-CHEF;90;23/05/2023;15/05/2023;1
Départementale 710;;MONPLAISANT;88;11/07/2022;04/07/2022;4
Route de Chomette Lacour;;SAINT-AGRÈVE;207;09/10/2023;29/09/2023;5
La Linotte;;LE BUGUE;62;30/06/2024;24/06/2024;2
route départementale 81;;CALCATOGGIO;94;02/05/2024;25/04/2024;1
60 chemin de la Jalonnière;;LE PERRIER;88;26/02/2023;21/02/2023;1
La Magaudie Ouest;;CHARTRIER-FERRIÈRE;65;16/06/2022;08/06/2022;5
260 ROUTES DES FAYES;;LA ROCHE-SUR-GRANE;95;14/12/2023;08/12/2023;5
520 ROUTE DES QUARTIERS;;MIMIZAN;208;29/06/2024;24/06/2024;1
Rue de la Maison Blanche;;LE PERRIER;237;05/10/2022;28/09/2022;3
Les Bordes 8;;SAINT-LOTHAIN;131;26/07/2024;17/07/2024;1
Route de Châteauneuf;;SIGLOY;108;12/04/2023;06/04/2023;5
Rue de l’Église;;ROQUEFEUIL;281;21/05/2022;16/05/2022;3
Avenue du Littoral;;ARGELÈS-SUR-MER;73;14/09/2021;06/09/2021;1
Les marches du Tanargue;;JOANNAS;161;04/07/2022;28/06/2022;5
553 route du chesnay;;SAINT-PAIR-SUR-MER;253;28/08/2023;18/08/2023;5
1 route de Pauillac;;HOURTIN;265;10/05/2022;02/05/2022;1
Avenue des Anneaux du Roussillon;;CANET-EN-ROUSSILLON;145;18/09/2022;12/09/2022;4
chemin de la salanque;;ARGELÈS-SUR-MER;183;28/09/2022;22/09/2022;4
2196 route de l'Espiguette;;LE GRAU-DU-ROI;108;05/06/2024;28/05/2024;4
lieu-dit La Marlière;;FÉCHAIN;189;25/10/2023;19/10/2023;4
1228 avenue Maréchal Leclerc;;LA BOURBOULE;292;02/05/2023;25/04/2023;4
RN 20 LES FANGASSIS;;SAVIGNAC-LES-ORMEAUX;117;07/03/2024;27/02/2024;4
13 chemin de la marzelle à l'oisson;;SAINT-HILAIRE-DE-RIEZ;249;15/08/2022;05/08/2022;2
La Jousselinière;;SAINT-GEORGES-D'OLÉRON;165;24/10/2021;18/10/2021;2
Route des Plages;;SÉRIGNAN;255;13/09/2022;05/09/2022;3
route de la mer;;BLAINVILLE-SUR-MER;274;13/06/2024;04/06/2024;3
Chemin des camarines;;AGDE;215;17/06/2023;08/06/2023;2
route d'angles;;LONGEVILLE-SUR-MER;121;14/07/2023;04/07/2023;4
Route de Luttange;;VOLSTROFF;182;21/10/2021;14/10/2021;5
Le village;;VEBRON;72;27/07/2022;20/07/2022;3
944 chemin de la Montagne;;SORGUES;96;28/06/2021;21/06/2021;1
Rue de Mauconseil;;CHIRY-OURSCAMP;71;01/01/2025;24/12/2024;3
4 rue des Morinières;;BRETIGNOLLES-SUR-MER;139;15/05/2022;06/05/2022;3
Lieu-dit La Motte;;LE FOUILLOUX;137;20/03/2024;14/03/2024;5
Les Pons;;LA FREISSINOUSE;119;03/07/2024;24/06/2024;3
19 Les Malécots;;SAINT-VINCENT-SUR-JARD;123;09/05/2022;04/05/2022;5
14 rue du collège;;COURÇON;180;11/07/2024;03/07/2024;1
Route de Saint Lary Soulan;;BOURISP;128;29/07/2022;19/07/2022;3
route des grandes vallées;;MILLY-LA-FORÊT;196;21/08/2022;16/08/2022;2
254 avenue des Etangs;;NARBONNE;257;10/10/2021;01/10/2021;3
11 rue des Entrepreneurs;;AGDE;103;17/10/2021;08/10/2021;3
84 RUE PRINCIPALE;;AUDINCTHUN;82;02/06/2024;28/05/2024;5
Route de la Préhistoire;;ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC;97;18/08/2022;12/08/2022;4
1 A rue principale;;VEIGNÉ;279;03/10/2024;24/09/2024;1
Chemin d'Orival;;JOYEUSE;214;25/07/2022;20/07/2022;5
Lieu-dit La Nozilliere;;MARVAL;203;03/08/2023;27/07/2023;1
30 allée de la Nublière;;DOUSSARD;115;06/10/2019;01/10/2019;1
2284 route du Verdon;;LA TESSOUALLE;199;06/06/2022;31/05/2022;5
1372 route de Saint Honoré;;LA LONDE-LES-MAURES;66;23/10/2021;13/10/2021;5
1 rue Prévôt;;SAINT-HILAIRE-DE-RIEZ;237;29/06/2022;22/06/2022;1
145 rue de Sailly;;BOIRY-NOTRE-DAME;253;29/06/2024;21/06/2024;1
66 route des Campings;;AZUR;219;18/10/2021;13/10/2021;2
orbanne;;LE SAUZE-DU-LAC;248;02/11/2022;24/10/2022;3
Route du Mas de la Barque;;POURCHARESSES;85;14/06/2022;08/06/2022;3
Boulevard de la Plage;;TORREILLES;294;15/09/2022;08/09/2022;5
1551 route de la fouasse;;LES MATHES;292;03/10/2022;23/09/2022;5
160 route de Cannes;;GRASSE;272;26/07/2022;20/07/2022;2
74 rue de la Braie;;NOTRE-DAME-DE-MONTS;279;30/05/2022;23/05/2022;4
Avenue de la Parée Préneau;;SAINT-HILAIRE-DE-RIEZ;247;22/06/2022;16/06/2022;4
Chemin de la parée du jonc;;SAINT-JEAN-DE-MONTS;271;26/07/2022;19/07/2022;5
23 Avenue de la Parée Préneau;;SAINT-HILAIRE-DE-RIEZ;275;08/08/2021;03/08/2021;5
route de paziols;;TUCHAN;66;25/10/2022;20/10/2022;3
8 bis rue Jean-Jacques Rousseau;;BERGERAC;70;20/08/2022;11/08/2022;4
21 avenue Frédéric Mistral;;SAINTE-MARIE-LA-MER;185;08/10/2021;01/10/2021;5
1 rue des Vernois;;MARIGNY;271;09/11/2021;02/11/2021;4
6 route de Lavaveix Fourneaux;;SAINT-MÉDARD-LA-ROCHETTE;267;13/04/2023;04/04/2023;3
Chemin du Petit Pont;;SAINT-ÉTIENNE-DU-BOIS;274;20/10/2022;14/10/2022;2
la grande Métairie;;LUZERET;135;03/11/2022;26/10/2022;1
quartier du Môle;;AIGUES-MORTES;205;16/10/2023;11/10/2023;4
16 rue du canal;;AIRE-SUR-LA-LYS;84;08/05/2024;29/04/2024;5
54 Avenue de Saint Claude;;MOIRANS-EN-MONTAGNE;148;30/09/2022;20/09/2022;1
195 allée des peupliers;;LA GRANDE-MOTTE;285;06/05/2023;28/04/2023;2
75 rue Lamartine;;PORDIC;279;01/08/2022;26/07/2022;1
route de colombies;;RIGNAC;224;01/06/2023;24/05/2023;1
Lieu-dit la Peyrugue;;DAGLAN;193;15/09/2021;09/09/2021;1
Le Cazalet;;CAMON;235;07/05/2023;27/04/2023;5
10 Les Granges Baverey;;MÉLISEY;74;31/05/2023;23/05/2023;5
la rouvière basse;;LA BRÉOLE;189;14/06/2023;06/06/2023;4
RUE HENRI DUNANT;;LE CROISIC;157;27/10/2023;18/10/2023;2
1880 Route départementale 4;;FRÉJUS;223;07/11/2022;28/10/2022;2
Lieu-Dit Presa;;PIETRACORBARA;230;11/02/2023;02/02/2023;5
45 avenue des Monards;;LA TREMBLADE;94;18/10/2023;09/10/2023;3
269 chemin de Saint-Alban;;SAINT-AUBAN;99;06/08/2023;27/07/2023;4
Lieu dit la Denais;;HÉRIC;159;29/06/2022;24/06/2022;5
rue des rousillous;;LÉZIGNAN-CORBIÈRES;243;08/10/2022;28/09/2022;5
135 Impasse Du Pont Neuf;;DIE;249;14/06/2022;08/06/2022;1
Lieu-dit les Crêtes;;EXCENEVEX;89;11/08/2021;03/08/2021;2
150 avenue du Médoc;;LÈGE-CAP-FERRET;93;17/08/2022;10/08/2022;1
2133 chemin de la fôret;;SIX-FOURS-LES-PLAGES;61;20/10/2022;14/10/2022;4
100 route de la Pointe d'Arçay;;LA FAUTE-SUR-MER;214;03/08/2022;27/07/2022;5
Route de la Pinède;;CALVI;201;22/11/2021;17/11/2021;4
Le Chier;;ALLÈGRE;249;04/08/2022;29/07/2022;1
Route de Saint Pierre;;GRÉOUX-LES-BAINS;215;22/05/2023;16/05/2023;3
477 Route de Confoux;;CORNILLON-CONFOUX;121;06/06/2023;30/05/2023;5
Le Coheno;;BELZ;149;21/07/2023;12/07/2023;3
193 chemin des mannes;;CAVALAIRE-SUR-MER;170;19/06/2023;12/06/2023;1
2103 route de La Fouasse;;LES MATHES;296;11/10/2024;03/10/2024;2
Route Départementale 14;;GRIMAUD;235;27/10/2021;22/10/2021;5
Quartier la Maresque;;MONDRAGON;297;28/05/2022;19/05/2022;4
Chemin de Saint-André;;ARGELÈS-SUR-MER;117;18/07/2021;08/07/2021;2
